ID1,ID,Extra,Date,Yesterday,Year,Start_Time,End_Time,Hatchery,Observer_Initials,ReleaseToday,Release Data,ReleaseYesterday,Cloud_Cover,Precip,Wind,Num_SeaLions,Num_HarborSeals,Num_HarborPorpoises,Num_KillerWhales,Num_SeaOtters,Num_River_Otters,Num_Mink,Num_Gulls,Num_Eagles,Num_Sea Birds,Num_PredatoryFish,Others,Uncertain,Species_MinMaxBest,Num_Skiff,Num_Pleasure,Num_CommercialFishing,Num_CruiseShipFerry,Whale_Behavior,Barrier,Num_MnHatchery,MnHatchery_MinMaxBest,Num_MnArea,MnArea_MinMaxBest,When_whales_noticed,Last_Time_Seen,Why_observation_ended,noticed during obs period,during obs period?,total time,Comments,Human_Activity,Entered_By,Tide_Direction,Tidal_Amplitude,Min_After_Change,Feed_in_the_area
504,,,6/28/2011,6/27/2011,2011,9:00:00,9:15:00,Hidden Falls,mm,,,,Overcast,Rain,No Wind,0,1,0,,0,0,0,0,1,0,0,0,0,,5,0,3,1,No Whales,No Barrier,0,,0,,,,,,,,,"3 skiffs fishing, 2 skiffs working on net barrier, 1 troller fishing, 2 tenders",emc,,,,
505,,,6/28/2011,6/27/2011,2011,13:00:00,13:15:00,Hidden Falls,mm,,,,Overcast,Rain,No Wind,0,0,0,,0,0,0,0,2,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,,emc,,,,
1023,,,5/1/2012,4/30/2012,2012,16:00:00,17:00:00,Hidden Falls,DD,,,,Partly Cloudy,Rain,Breezy,0,0,0,,0,0,0,15,0,2,0,0,0,,1,0,0,0,No Whales,Not noted,0,,0,,,,,,,,,Feeding,MS,Not ENTERED,,,Pink Fry
1024,,,5/1/2012,4/30/2012,2012,10:30:00,12:00:00,Hidden Falls,DD,,,,Partly Cloudy,Not Noted,Not Noted,0,0,0,,0,0,0,15,4,4,4,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding and changing of nets,MS,Not ENTERED,,,"Pink fry, wild chum"
1053,,,5/2/2012,5/1/2012,2012,9:00:00,9:30:00,Hidden Falls,DD,,,,Overcast,Rain,Windy,0,0,0,,0,0,0,10,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding,MS,Not ENTERED,,,Pink fry/wild chum fry
1054,,,5/2/2012,5/1/2012,2012,16:00:00,16:15:00,Hidden Falls,MBM,,,,Overcast,Rain,Breezy,0,0,0,,0,0,0,0,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,0,MS,Not ENTERED,,,
1055,,,5/3/2012,5/2/2012,2012,9:00:00,9:15:00,Hidden Falls,MBM,,,,Partly Cloudy,None,No Wind,0,0,0,,0,0,0,10,0,0,0,0,0,,1,0,1,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding,MS,Not ENTERED,,,
1056,,,5/3/2012,5/2/2012,2012,16:00:00,16:15:00,Hidden Falls,MBM,,,,Partly Cloudy,None,No Wind,0,0,0,,0,0,0,6,0,0,0,0,0,,1,0,2,0,No Whales,No Barrier,0,,0,,,,,,,,,,MS,Not ENTERED,,,
1058,,,5/4/2012,5/3/2012,2012,16:00:00,16:15:00,Hidden Falls,MBM,y,,,Overcast,None,Breezy,0,0,0,,0,0,0,0,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding,MS,Not ENTERED,,,
1083,,,5/4/2012,5/3/2012,2012,9:00:00,9:15:00,Hidden Falls,MBM,y,,,Overcast,None,Windy,2,0,0,,0,0,0,0,0,0,0,0,0,,1,0,1,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding,MS,Not ENTERED,,,
1059,,,5/5/2012,5/4/2012,2012,9:00:00,9:15:00,Hidden Falls,MBM,y,,y,Overcast,None,Breezy,0,0,0,,0,0,0,0,1,0,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding,MS,Not ENTERED,,,
1060,,,5/5/2012,5/4/2012,2012,16:00:00,16:15:00,Hidden Falls,MM,y,,y,Overcast,Not Noted,Breezy,0,0,0,,0,0,0,2,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding,MS,Not ENTERED,,,
1061,,,5/6/2012,5/5/2012,2012,9:00:00,9:15:00,Hidden Falls,MBM,,,y,Overcast,Rain,Windy,0,0,0,,0,0,0,0,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding,MS,Not ENTERED,,,
1062,,,5/6/2012,5/5/2012,2012,16:00:00,16:15:00,Hidden Falls,MBM,,,y,Overcast,Rain,Windy,0,0,0,,0,0,0,0,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,,MS,Not ENTERED,,,
1063,,,5/7/2012,5/6/2012,2012,9:00:00,9:15:00,Hidden Falls,MBM,y,,,Overcast,Rain,Breezy,0,0,0,,0,0,0,0,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,,MS,Not ENTERED,,,
1064,,,5/7/2012,5/6/2012,2012,16:00:00,16:15:00,Hidden Falls,Not Noted,y,,,Overcast,Rain,Breezy,0,0,0,,0,0,0,0,0,0,0,10,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding,MS,Not ENTERED,,,
1065,,,5/8/2012,5/7/2012,2012,9:00:00,9:15:00,Hidden Falls,BP,y,,y,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,6,2,4,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,Two records for the same date and time,Feeding fish,MS,Not ENTERED,,,
1067,,,5/8/2012,5/7/2012,2012,9:00:00,9:15:00,Hidden Falls,JAM,y,,y,Sunny,None,No Wind,0,0,0,,0,0,0,5,4,0,0,0,0,,1,1,0,0,No Whales,No Barrier,0,,0,,,,,,,,Two records for the same date and time,Fish feeding,MS,Not ENTERED,,,
1069,,,5/9/2012,5/8/2012,2012,9:00:00,9:15:00,Hidden Falls,AMO,y,,y,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,3,0,2,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,"Feeding fish on pens, 2 people",MS,Not ENTERED,,,Coho and ck smolt
1070,,,5/9/2012,5/8/2012,2012,16:00:00,16:15:00,Hidden Falls,AMO,y,,y,Partly Cloudy,None,Breezy,0,1,0,,0,0,0,2,1,2,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people feeding fish,MS,Not ENTERED,,,Coho and ck smolt
1071,,,5/10/2012,5/9/2012,2012,9:00:00,9:15:00,Hidden Falls,MBM,y,,y,Overcast,Rain,Breezy,0,0,0,,0,0,0,0,0,2,0,1,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,,MS,Not ENTERED,,,
1072,,,5/10/2012,5/9/2012,2012,16:00:00,16:15:00,Hidden Falls,MBM,y,,y,Overcast,Rain,Breezy,1,0,0,,0,0,0,2,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding,MS,Not ENTERED,,,ck and coho smolt
1073,,,5/11/2012,5/10/2012,2012,9:00:00,9:15:00,Hidden Falls,MBM,,,y,Overcast,Rain,Windy,0,0,0,,0,0,0,0,0,5,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding,MS,Not ENTERED,,,ck and coho smolt
1074,,,5/11/2012,5/10/2012,2012,16:00:00,16:15:00,Hidden Falls,MBM,,,y,Overcast,Rain,Windy,0,0,0,,0,0,0,0,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding fish,MS,Not ENTERED,,,
1075,,,5/12/2012,5/11/2012,2012,9:00:00,9:15:00,Hidden Falls,MBM,y,,,Overcast,Rain,Windy,0,0,0,,0,0,0,3,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,,MS,Not ENTERED,,,
1076,,,5/12/2012,5/11/2012,2012,16:00:00,16:15:00,Hidden Falls,MBM,y,,,Overcast,Rain,Windy,0,0,0,,0,0,0,10,0,5,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,,MS,Not ENTERED,,,ck and coho smolt
1077,,,5/13/2012,5/12/2012,2012,9:00:00,9:15:00,Hidden Falls,MBM,y,,y,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,10,1,3,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,,MS,Not ENTERED,,,
1078,,,5/13/2012,5/12/2012,2012,16:00:00,16:15:00,Hidden Falls,MBM,y,,y,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,4,0,2,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,,MS,Not ENTERED,,,
1025,,,5/14/2012,5/13/2012,2012,9:00:00,9:15:00,Hidden Falls,MM,y,,y,Partly Cloudy,None,Breezy,0,2,0,,0,0,0,0,2,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding fish,MS,Not Noted,,,
1026,,,5/14/2012,5/13/2012,2012,16:00:00,16:15:00,Hidden Falls,MM,y,,y,Overcast,None,Breezy,0,2,0,,0,0,0,0,0,3,0,0,0,,2,0,0,1,No Whales,No Barrier,0,,0,,,,,,,,,Fishing,MCS,Not ENTERED,,,
1027,,,5/15/2012,5/14/2012,2012,9:00:00,9:15:00,Hidden Falls,RP,y,,y,Partly Cloudy,None,Breezy,0,2,0,,0,0,0,6,0,2,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Fish feeding,MS,Not Noted,,,
1028,,,5/15/2012,5/14/2012,2012,16:00:00,16:15:00,Hidden Falls,BP,y,,y,Sunny,None,No Wind,0,1,0,,0,0,0,5,0,0,0,0,0,,3,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,,MS,Not Noted,,,
1029,,,5/16/2012,5/15/2012,2012,9:00:00,9:15:00,Hidden Falls,JJM,y,,y,Overcast,Rain,No Wind,0,2,0,,0,0,0,20,5,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding fish,MS,Not ENTERED,,,
1030,,,5/16/2012,5/15/2012,2012,16:00:00,16:15:00,Hidden Falls,AMO,y,,y,Partly Cloudy,None,No Wind,0,1,0,,0,0,0,0,0,0,0,0,0,,1,1,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people feeding on pens,MS,Not ENTERED,,,Coho
1031,,,5/17/2012,5/16/2012,2012,9:00:00,9:15:00,Hidden Falls,MBM,,,y,Partly Cloudy,None,Breezy,0,1,0,,0,0,0,0,2,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding fish,MS,Not ENTERED,,,Small coho
1032,,,5/17/2012,5/16/2012,2012,16:00:00,16:15:00,Hidden Falls,MRM,,,y,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,0,2,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding fish,MS,Not ENTERED,,,Coho smolt
1033,,,5/18/2012,5/17/2012,2012,9:00:00,9:15:00,Hidden Falls,MN,y,,,Overcast,None,No Wind,0,1,0,,0,0,0,0,0,0,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,11:45:00 AM,12:00:00 PM,Observer no longer in Area,No,No,,,Feeding fish,MS,Not ENTERED,,,
1034,,,5/18/2012,5/17/2012,2012,16:00:00,16:15:00,Hidden Falls,MBM,y,,,Not Noted,Not Noted,Not Noted,1,2,0,,0,0,0,2,0,2,0,0,0,,,,,,No Whales,No Barrier,0,,0,,,,,,,,,,MS,Not ENTERED,,,Chum and pink fry
1035,,,5/19/2012,5/18/2012,2012,9:00:00,9:15:00,Hidden Falls,MBM,y,,y,Overcast,Rain,Breezy,0,0,0,,0,0,0,0,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding fish,MS,Not ENTERED,,,
1036,,,5/19/2012,5/18/2012,2012,16:00:00,16:15:00,Hidden Falls,MBM,y,,y,Overcast,None,Breezy,0,0,0,,0,0,0,10,0,3,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding fish,MS,Not ENTERED,,,Pink fry
1043,,,5/22/2012,5/21/2012,2012,16:00:00,16:15:00,Hidden Falls,JAM,y,,y,Partly Cloudy,None,No Wind,0,0,0,,0,0,0,12,2,0,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Pulling nets/feeding,MS,Not ENTERED,,,Released fish
1037,,,5/23/2012,5/22/2012,2012,16:00:00,16:15:00,Hidden Falls,JAM,y,,y,Partly Cloudy,None,No Wind,0,0,0,,0,0,0,17,2,0,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,DUPLICATE DATA SHEET,Pulling nets/feeding fish,MS,Not ENTERED,,,Released fish
1039,,x,5/23/2012,5/22/2012,2012,16:00:00,16:15:00,Hidden Falls,MBM,y,,y,Overcast,Rain,No Wind,0,0,0,,0,0,0,0,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding fish/working on net pens,MS,Not ENTERED,,,
1040,,,5/23/2012,5/22/2012,2012,9:00:00,9:15:00,Hidden Falls,AMO,y,,y,Overcast,Rain,No Wind,0,1,0,,0,0,0,0,0,0,0,0,0,,3,0,0,0,Breathing at surface & diving,No Barrier,0,,1,,8:15:00,8:45:00,Observer no longer in area,No,No,30,,"2 people feeding chum, 2 people working on pens",MS,Not ENTERED,,,"Chum fry, coho smolt, pink fry"
1041,,,5/24/2012,5/23/2012,2012,9:00:00,9:15:00,Hidden Falls,MBM,,,y,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,2,3,0,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,,MS,Not ENTERED,,,
1042,,,5/24/2012,5/23/2012,2012,16:00:00,16:15:00,Hidden Falls,MBM,,,y,Sunny,None,No Wind,0,0,0,,0,0,0,3,5,0,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding fish,MS,Not ENTERED,,,
1044,,,5/25/2012,5/24/2012,2012,9:00:00,9:15:00,Hidden Falls,MBM,y,,,Partly Cloudy,None,No Wind,0,2,0,,0,0,0,2,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding fish,MS,Not ENTERED,,,
1045,,,5/25/2012,5/24/2012,2012,16:00:00,16:15:00,Hidden Falls,MBM,y,,,Partly Cloudy,None,No Wind,0,0,0,,0,0,0,0,0,3,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,,MS,Not ENTERED,,,
1046,,,5/26/2012,5/25/2012,2012,9:00:00,9:15:00,Hidden Falls,MBM,y,,y,Overcast,Rain,Breezy,0,0,0,,0,0,0,1,0,0,0,0,10,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding fish/touring nets,MS,Not ENTERED,,,
1047,,,5/26/2012,5/25/2012,2012,18:30:00,18:45:00,Hidden Falls,MBM,y,,y,Overcast,Rain,Breezy,0,0,0,,0,0,0,0,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding fish,MS,Not ENTERED,,,
1038,,,5/27/2012,5/26/2012,2012,9:00:00,9:15:00,Hidden Falls,MBM,,,y,Overcast,Rain,No Wind,0,2,0,,0,0,0,5,2,0,0,0,0,,2,0,0,0,Breathing at Surface,No Barrier,1,,0,,7:30:00 AM,7:30:00 AM,Whales no longer in area,No,No,,,Feeding,MS,Not ENTERED,,,Released fish
1048,,,5/27/2012,5/26/2012,2012,18:15:00,18:30:00,Hidden Falls,MBM,,,y,Overcast,None,Breezy,0,0,0,,0,0,0,0,0,0,0,2,0,,1,0,2,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding fish,MS,Not ENTERED,,,Coho smolt
1050,,,5/28/2012,5/27/2012,2012,9:00:00,9:15:00,Hidden Falls,MBM,,,,Overcast,Rain,No Wind,1,0,0,,0,0,0,0,0,4,0,0,0,,1,0,1,0,No Whales,No Barrier,0,,0,,,,,,,,,,MS,Not ENTERED,,,
1051,,,5/28/2012,5/27/2012,2012,19:00:00,19:15:00,Hidden Falls,MBM,,,,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,0,1,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding fish,MS,Not ENTERED,,,Coho smolt
1425,,,5/29/2012,5/28/2012,2012,9:00:00,9:15:00,Hidden Falls,jam,,,,Overcast,Rain,Breezy,0,0,0,,0,0,0,0,0,0,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,feeding fish,emc,Not ENTERED,,,none visible
1426,,,5/29/2012,5/28/2012,2012,18:00:00,18:15:00,Hidden Falls,jam,,,,Overcast,Rain,Windy,0,0,0,,0,0,0,0,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,feeding fish,emc,Not ENTERED,,,none visible
1427,,,5/30/2012,5/29/2012,2012,9:00:00,9:15:00,Hidden Falls,jam,,,,Overcast,Rain,Windy,0,1,0,,0,0,0,0,0,0,0,0,0,,,,,,No Whales,No Barrier,0,,0,,,,,,,,vessels not noted,feeding fish,emc,Not ENTERED,,,none visible
1428,,,5/30/2012,5/29/2012,2012,18:00:00,18:15:00,Hidden Falls,jam,,,,Overcast,Rain,Windy,0,0,0,,0,0,0,2,1,2,0,1,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,one crow?,feeding fish,emc,Not ENTERED,,,not noted
1429,,,5/31/2012,5/30/2012,2012,9:00:00,9:15:00,Hidden Falls,mbm,,,,Partly Cloudy,None,Windy,0,0,0,,0,0,0,0,2,0,0,0,Not ENTERED,,1,0,1,0,No Whales,No Barrier,0,,0,,,,,,,,not noted,feeding fish,emc,Not ENTERED,,,not noted
1430,,,5/31/2012,5/30/2012,2012,19:00:00,19:15:00,Hidden Falls,mbm,,,,Overcast,None,Breezy,0,0,0,,0,0,0,0,0,3,0,1,0,,1,0,2,0,No Whales,No Barrier,0,,0,,,,,,,,other not specified,feeding fish/ fishing,emc,Not ENTERED,,,not noted
1431,,,6/1/2012,5/31/2012,2012,9:00:00,9:15:00,Hidden Falls,mbm,y,,,Overcast,None,No Wind,0,0,0,,0,0,0,0,1,0,0,0,0,,1,0,1,0,No Whales,No Barrier,0,,0,,,,,,,,not noted,fishing/ feeding fish,emc,Not ENTERED,,,not noted
1432,,,6/2/2012,6/1/2012,2012,9:00:00,9:15:00,Hidden Falls,jr,y,,y,Not ENTERED,Not ENTERED,Not ENTERED,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,,,Not ENTERED,Not ENTERED,,0,0,,,,,,,,no notes,,Not ENTERED,Not ENTERED,,,
1433,,,4/20/2013,,2013,14:30:00,14:45:00,Hidden Falls,csd,,,,Sunny,None,Breezy,0,1,0,,0,0,0,7,0,0,0,0,0,,7,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,not noted,feeding fish,emc,Not ENTERED,,,not noted
1485,,,4/20/2013,,2013,10:30:00,10:45:00,Hidden Falls,ced,,,,Sunny,None,Breezy,0,1,0,,0,0,0,0,2,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,two fish feeders,emc,Not ENTERED,,,none
1434,,,4/21/2013,,2013,14:30:00,14:45:00,Hidden Falls,cd,,,,Sunny,None,No Wind,0,0,0,,0,0,0,0,0,0,0,0,0,,2,1,0,1,No Whales,No Barrier,0,,0,,,,,,,,none,two human feeders,emc,Not ENTERED,,,not noted
1486,,,4/21/2013,,2013,10:30:00,10:45:00,Hidden Falls,cd,,,,Sunny,None,No Wind,0,0,0,,0,0,0,0,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,feeding fish,emc,Not ENTERED,,,not noted
1435,,,4/22/2013,,2013,14:30:00,14:45:00,Hidden Falls,ja,,,,Partly Cloudy,None,Breezy,0,1,0,,0,0,0,4,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,2 feeders,emc,Not ENTERED,,,not noted
1487,,,4/22/2013,,2013,10:30:00,10:45:00,Hidden Falls,ja,,,,Overcast,None,No Wind,0,0,0,,0,0,0,0,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,2 human feeders,emc,Not ENTERED,,,not noted
1436,,,4/23/2013,,2013,14:30:00,14:45:00,Hidden Falls,ja,,,,Overcast,None,No Wind,0,0,0,,0,0,0,2,0,0,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,2 feeders e people 200 yards away working on barge,emc,Not ENTERED,,,not noted
1488,,,4/23/2013,,2013,10:30:00,10:45:00,Hidden Falls,aa,,,,Sunny,None,No Wind,0,0,0,,0,0,0,12,1,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,2 people feeding,emc,Not ENTERED,,,not noted
1489,,,4/24/2013,,2013,10:30:00,10:45:00,Hidden Falls,ced,,,,Overcast,Rain,No Wind,0,0,0,,0,0,0,2,1,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,2 fish feeders,emc,Not ENTERED,,,not noted
1437,,,4/25/2013,,2013,14:30:00,14:45:00,Hidden Falls,ced,,,,Overcast,Fog,No Wind,0,0,0,,0,0,0,4,0,0,0,0,0,,2,1,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,"2 feeders, 2 workers on the floats",emc,Not ENTERED,,,not noted
1490,,,4/25/2013,,2013,10:30:00,10:45:00,Hidden Falls,ced,,,,Overcast,Rain,No Wind,0,0,0,,0,0,0,4,1,0,0,0,0,,1,1,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,2 fish feeders,emc,Not ENTERED,,,none
1438,,,4/26/2013,,2013,10:30:00,10:45:00,Hidden Falls,ced,,,,Overcast,Rain,No Wind,0,0,0,,0,0,0,0,2,0,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,3 fish feeders,emc,Not ENTERED,,,none
1491,,,4/26/2013,,2013,14:30:00,14:45:00,Hidden Falls,ced,,,,Overcast,Rain,No Wind,0,0,0,,0,0,0,12,0,2,0,0,0,,1,1,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,two human fish feeders on chum pens,emc,Not ENTERED,,,not noted
1439,,,4/27/2013,,2013,14:30:00,14:45:00,Hidden Falls,ced,,,,Overcast,Rain,Breezy,0,0,0,,0,0,0,0,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,2 fish feeders,emc,Not ENTERED,,,none
1492,,,4/27/2013,,2013,10:30:00,10:45:00,Hidden Falls,ced,,,,Partly Cloudy,None,No Wind,0,0,0,,0,0,0,0,1,0,0,0,0,,1,1,0,0,Breathing at surface & diving,Net Pens,1,,1,,10:36:00,11:00:00,Observer no longer in area,,Yes,24,none. Observer no longer in area,two human fish feeders,emc,Not ENTERED,,,chinook released 4/26
1440,,,4/28/2013,,2013,14:30:00,14:45:00,Hidden Falls,ced,,,,Overcast,None,Breezy,0,0,0,,0,0,0,0,0,0,0,7,1,,3,1,0,0,No Whales,No Barrier,0,,0,,,,,,,,corrmoront,"3 fish feedes, sailboat watching whales",emc,Not ENTERED,,,chinook smolt
1493,,,4/28/2013,,2013,10:30:00,10:45:00,Hidden Falls,ced,,,,Overcast,Fog,Breezy,0,0,0,,0,0,0,1,1,4,0,0,0,,1,1,0,0,Breathing at surface & diving,No Barrier,0,,1,,10:35:00,10:40:00,Observer no longer in area,,Yes,5,acutally snow.  Whales no longer in area,two fish feeders and sailboat bob,emc,,,,small chinook
1441,,,4/29/2013,,2013,14:30:00,14:45:00,Hidden Falls,aa/ja,,,,Sunny,Not Noted,Windy,0,0,0,,0,0,0,0,0,2,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,2 feeders,emc,Not ENTERED,,,not noted
1494,,,4/29/2013,,2013,10:30:00,10:45:00,Hidden Falls,aa/ja,,,,Sunny,None,Windy,0,0,0,,0,0,0,8,1,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,2 people feeding,emc,Not ENTERED,,,not noted
1442,,,4/30/2013,,2013,14:30:00,14:45:00,Hidden Falls,aa/ja,,,,Overcast,Rain,Windy,0,0,0,,0,0,0,0,0,0,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,2 people feeding 1 person morting,emc,Not ENTERED,,,not noted
1495,,,4/30/2013,,2013,10:45:00,11:00:00,Hidden Falls,aa/ja,,,,Overcast,Rain,Breezy,0,0,0,,0,0,0,0,1,0,0,0,0,,1,0,0,0,"breathing at surface & diving, net pens",Net Pens,1,,0,,8:40:00,8:50:00,Whales no longer in area,,Yes,10,none,2 feeders,emc,Not ENTERED,,,not noted
1443,,,5/1/2013,,2013,14:00:00,14:15:00,Hidden Falls,ced,,,,Overcast,Rain,Windy,0,0,0,,0,0,0,0,2,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,not noted,two fish feeders,emc,Not ENTERED,,,coho-smolt released 4/1/2013
1496,,,5/1/2013,,2013,10:15:00,11:00:00,Hidden Falls,ced,,,,Overcast,Rain,Windy,0,0,0,,0,0,0,4,1,0,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,not noted,3 fish feeders,emc,Not ENTERED,,,none
1444,,,5/2/2013,,2013,14:00:00,14:15:00,Hidden Falls,ced,,,,Partly Cloudy,None,No Wind,0,0,0,,0,0,0,4,2,0,0,0,0,,2,0,0,,No Whales,No Barrier,0,,0,,,,,,,,none,3 fish feeders,emc,Not ENTERED,,,coho smolt
1497,,,5/2/2013,,2013,10:45:00,11:00:00,Hidden Falls,ced,,,,Partly Cloudy,Fog,No Wind,0,0,0,,0,7,0,0,2,0,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,3 fish feeders,emc,Not ENTERED,,,coho- smolt
1445,,,5/3/2013,,2013,14:00:00,14:15:00,Hidden Falls,Not Noted,,,,Overcast,None,Breezy,0,0,0,,0,0,0,0,2,4,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,3 fish feeders,emc,Not ENTERED,,,coho smolt
1498,,,5/3/2013,,2013,10:45:00,11:00:00,Hidden Falls,ced,,,,Overcast,None,Breezy,0,0,0,,0,1,0,0,0,4,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,2 fish feeders,emc,Not ENTERED,,,coho- smolt
1446,,,5/4/2013,,2013,14:00:00,14:15:00,Hidden Falls,ced,,,,Overcast,None,No Wind,0,0,0,,0,3,0,0,0,0,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,3 fish feeders,emc,Not ENTERED,,,coho smolt
1499,,,5/4/2013,,2013,10:45:00,11:00:00,Hidden Falls,ced,,,,Overcast,None,Breezy,0,0,0,,0,0,0,50,1,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,50 gulls flying in bearcove,,Not ENTERED,Not ENTERED,,,
1447,,,5/5/2013,,2013,14:00:00,14:15:00,Hidden Falls,ced,,,,Overcast,None,No Wind,0,0,0,,0,0,0,3,0,0,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,3 fish feeders,emc,Not ENTERED,,,coho
